APPL_NO,APP_ID,FORM,ST_NUM,ST_NAME,ST_TYPE,PRJ_NAME,STDADD,BLOCK,LOT,UNITS,NETUNITS, AFFHSG ,TARGET,TYPE,DESCRIPT,EXISTUSE,PROPUSE,ACTION,ACTDATE,STAFF,BLKLOT,GEN_ZONE,ZONING,PD,PLANAREA,ANA_NBHD,LAT_LNG
201308305736,819484,2,272,BRIGHTON,AV,,272 BRIGHTON AV,6944,062,2,2, -   ,,,"TO ERECT 4-STORY, NO BASEMENT, TYPE 5, 2 DWELLING UNITS BUILDING.",,APARTMENTS,CFC ISSUED,12-Nov-14,DVU,6944062,"Residential, House and Mixed",RH-2,1,Balboa Park,Oceanview/Merced/Ingleside,"[37.7234709, -122.4550006]"
201403049837,836426,8,2721,GOLDEN GATE,AV,,2721 GOLDEN GATE AV,1166,037,1,-1, -   ,,,"ABATEMENT OF NOV# 201340752, REMOVE (E) KITCHEN & BATH AT G/F. CONVERT ROOMS AT GROUND FLOOR TO STORAGE ROOM, NO WORK ON THE 2/F.",1 FAMILY DWELLING,1 FAMILY DWELLING,CFC ISSUED,21-Apr-14,KBRUSATO,1166037,"Residential, House and Mixed",RH-2,7,,Lone Mountain/USF,"[37.776739, -122.455515]"
201305096592,808383,8,277,ARLINGTON,ST,,277 ARLINGTON ST,6689,016,1,-1, -   ,,,To comply w/NOV# 201106821. Remove ill. ktchn & bathrm @1st & 3rd flr. Legalize(E)bdrm &fam. rm @1st flr. Add(N)bathrm &Laundry rm @ 1st flr. Remodel(E)ktchn &bathrm at 2nd Flr. Remodel(E)bdrms and bathrm @3rd flr. Add(N)bathrm @3fl. replc &relocate(E)W.H,1 FAMILY DWELLING,1 FAMILY DWELLING,CFC ISSUED,13-Jun-14,MCORRETT,6689016,"Residential, House and Mixed",RH-2,7,Glen Park (superseded),Glen Park,"[37.7368878, -122.426652]"
201310038412,822764,3,2808,MARKET,ST,,2808 MARKET ST,2651,008,2,1, 1 ,SEC,Homeowner,INSTALL KITCHEN IN LOWER LEVEL UNIT. CHANGE OF USE FROM A SINGLE FAMILY DWELLING UNIT TO 2 DWELLING UNITS.,1 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,06-Mar-14,JLOOK,2651008,"Residential, House and Mixed",RH-2,2,,Castro/Upper Market,"[37.7614472, -122.4397593]"
201309187184,821267,3,2810,CLAY,ST,,2810 CLAY ST,1002,011,2,-1, -   ,,,"UNIT REDUCTION VIA  MERGER: 3 INTO 2 UNITS. UNIT #1 NO WORK. UNIT 2 & 3 MERGE UNITS. REMOVE NON BEARING PARTIITION. REMOVE RANGE + REFRIGERATOR FROM UNIT 3 COVERT TOP LEVEL KITCHEN TO LAUNDRY.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **",APARTMENTS,2 FAMILY DWELLING,COMPLETE,17-Dec-14,SYOUNG,1002011,"Residential, House and Mixed",RH-2,2,,Pacific Heights,"[37.790276, -122.439744]"
200812088013,675606,2,2921,LAGUNA,ST,,2921 LAGUNA ST,0531,004,2,2, -   ,,,ERECT 4 STORIES 2 FAMILY DWELLINGS.,,2 FAMILY DWELLING,COMPLETE,27-May-14,GCABRERO,0531004,"Residential, House and Mixed",RH-2,8,,Marina,"[37.7982726, -122.4308992]"
201203287050,772884,3,2923,HARRISON,ST,,2923 HARRISON ST,4271,034,2,1, 1 ,SEC,Homeowner,"CREATE LEGAL GROUND FLOOR SECOND UNIT. WORK TO INCLUDE (N) MECHANICAL (FURNACE), (N) LIGHTING & PLUMBING & ELECTRICAL. CREATE (N) BATHROOM FOR UPPER (E) UNIT ON GROUND FLOOR, NEW LAUNDRY ROOM. INFILL ON GROUND FLOOR ONLY, LIGHT WELL FOR ACCESS TO NEW UNIT",1 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,19-Dec-14,BFU,4271034,"Residential, House and Mixed",RH-2,8,Mission (EN),Mission,"[37.7506569, -122.411393]"
201401146217,832067,3,2986,22ND,ST,,2986 22ND ST,3613,018B,3,2, -   ,,,INSTALLATION OF NEW FIRE SPRINKLER SYSTEM AND UNDERGROUND SUPPLY TO RESIDENTIAL 3 DWELLING BLDG. T.I. APP#200507147539,1 FAMILY DWELLING,APARTMENTS,COMPLETE,24-Nov-14,,3613018B,"Residential, House and Mixed",RH-3,4,Mission (EN),Mission,"[37.7559083, -122.4139807]"
201206082184,778994,3,301,MISSION,ST,,301 MISSION ST,3719,424,419,-1, -   ,,,"UNIT #902  INT. RENOVATION OF (E) CONDO  ALTERATIONS INCLUDE CHANGES TO NON-LOAD BEARING PTN, ELECTRICAL, LIGHTING, PLUMBING & FINISHES. NO WORK TO (E) ENVELOPE OR COMMON AREAS. NO CHANGES IN OCCUPANCY PROPOSED, HVAC/SPRINKLERS UNDER SEPARATE PERMIT.INCLU",APARTMENTS,APARTMENTS,COMPLETE,16-Jan-14,EWATTY,3719424,Commercial,C-3-O(SD),13,Transbay,Financial District/South Beach,"[37.790387, -122.3961664]"
201411141561,862658,1,307,SUMMIT,WY,,307 SUMMIT WY,7331,088,1,1, -   ,,,REVISION TO PA #201312315318 FOR CONSTRUCTION OF 1 UNIT RESIDENCE ON A LOT W/IN DEVELOPMENT KNOWN AS 700 BROTHERHOOD WAY. MASTER SET DOCUMENT FOR BLDG TYPE B IS IN PA #201209119424 & AMENDED BY PA #201401317503 & #201407100858. REV. ALTERS ALIGNMENT OO FR,,1 FAMILY DWELLING,COMPLETE,19-Dec-14,BUFKASUS,7331088,"Residential, House and Mixed",RM-1,7,,Oceanview/Merced/Ingleside,"[37.7148855, -122.4773906]"
201311212486,827654,2,309,EUREKA,ST,,309 EUREKA ST,2750,035,2,2, -   ,,,INSTALLATION OF NEW SPRINKLER SYSTEM WITH 59 NEW SPRINKLERS THROUGH OUT ENTIRE BLDG. PER NFPA #13 & 13R AND INSTALL 15' OF NEW UNDERGROUND PIPE. T.I. APP#200905047636.,,2 FAMILY DWELLING,COMPLETE,15-Jul-14,,2750035,"Residential, House and Mixed",RH-2,11,,Castro/Upper Market,"[37.7571305, -122.4378924]"
200204103610,444730,2,3129,MISSION,ST,,3129 MISSION ST,5501,049,3,3, -   ,,,ERECT A FOUR STORY THREE UNIT RESIDENTIAL BLDG,,APARTMENTS,FINAL INSPECT/APPRVD,10-Sep-14,MSNYDER,5501049,Neighborhood Commercial,NC-3,8,,Bernal Heights,"[37.7472103, -122.4185874]"
200711137944,637208,1,3135,24TH,ST,,3135 24TH ST,6520,036,9,9, -   ,n/a,,2 story vertical addition. 9 residential unit addition. EXTENSION OF EXISTING CODE COMPLIANT STAIRWAY.,AUTO REPAIRS,APARTMENTS,COMPLETE,16-Jan-14,RSUCRE,6520036,Neighborhood Commercial,24th-Mission NC,12,Mission (EN),Mission,"[37.75224619999999, -122.4147536]"
201204118076,774096,2,318,ARLETA,AV,,318 ARLETA AV,6233,058,1,1, -   ,,,"ERECT 2-STORY, TYPE V SINGLE FAMILY RESIDENTIAL BUILDING.",,1 FAMILY DWELLING,CFC ISSUED,19-Feb-14,BFU,6233058,"Residential, House and Mixed",RH-1,1,Visitacion Valley,Visitacion Valley,"[37.71483, -122.409335]"
201104013321,744189,2,3210,JACKSON,ST,,3210 JACKSON ST,0973,031,1,1, -   ,,,"ERECT 3 STORIES, 1 BASEMENT, SINGLE FAMILY UNIT BUILDING.",,1 FAMILY DWELLING,COMPLETE,04-Apr-14,EWATTY,0973031,"Residential, House and Mixed",RH-1,1,,Presidio Heights,"[37.7909574, -122.4478959]"
201303132100,802995,8,322,29TH,AV,,322 29TH AV,1405,045,2,1, 1 ,SEC,Homeowner,"INSTALL FIRE SPRINKLER SYSTEM TO RESIDENTIAL DWELLING.
REF ARCH. APP #201106238762",1 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,27-Feb-14,,1405045,"Residential, House and Mixed",RH-2,9,,Outer Richmond,"[37.783219, -122.488927]"
200506246051,550003,1,333,FREMONT,ST,,333 FREMONT ST,3747,019,82,82, -   ,in-lieu,,TO ERECT A NEW 9 STORY 82 DWELLING UNITS,,APARTMENTS,COMPLETE,19-Jun-14,MSNYDER,3747019,"Residential, Downtown",RH DTR,3,Rincon Hill,Financial District/South Beach,"[37.7876734, -122.3926993]"
200905077950,687951,3,34,PLEASANT,ST,,34 PLEASANT ST,0221,020,3,1, 1 ,SEC,Homeowner,"ADDITION OF 2 NEW FLOORS, 2 ONSITE PARKING SPACES, CONVERSION OF RESIDENTIAL DUPLEX INTO RESIDENTIAL TRIPLEX. NO HORIZONTAL EXTENSION. ADDITION OF ROOF DECKS. KITCHEN/BATH REMODEL AT EXISTING 2ND AND 3RD FLOORS. ADDITION OF ELEVATOR.",2 FAMILY DWELLING,APARTMENTS,COMPLETE,13-Jan-14,RCRAWFOR,0221020,"Residential, House and Mixed",RM-3,8,,Nob Hill,"[37.793043, -122.413384]"
200706204573,620194,2,3418,26TH,ST,,3418 26TH ST,6529,012,11,11, -   ,in-lieu,,"ERECT: ONE ELEVEN UNIT, FIVE STORY RESIDENTIAL STRUCTURAL (CHANGED FROM THREE UNIT BUILDING)",,APARTMENTS,CFC ISSUED,30-Jun-14,BFU,6529012,"Residential, Transit Oriented",RTO-M,8,Mission (EN),Mission,"[37.7492019, -122.418984]"
200712120282,640138,6,353,SAN JOSE,AV,,353 SAN JOSE AV,6531,022,-1,-1, -   ,,,DEMOLITION OF ONE STORY SINGLE FAMILY DWELLING.,1 FAMILY DWELLING,,COMPLETE,23-Dec-14,DSANCHEZ,6531022,"Residential, House and Mixed",RM-2,7,Mission (EN),Mission,"[37.7495146, -122.4213184]"
201403039669,836236,8,3666,17TH,ST,,3666 17TH ST,3566,035,3,1, 1 ,SEC,Homeowner,"FOR ADMINISTRATIVE PURPOSES ONLY PER RON TOM,  RECORD UPDATE AND CLASSIFY BUILDING AS 3 UNITS, 3666A, 3666b, 3668. PA #8510025 scope of work was ChangeD of Use from R3 to R2. That permit expired and must either be renewed or new permit or plans submitted ",2 FAMILY DWELLING,APARTMENTS,COMPLETE,27-Jun-14,,3566035,"Residential, House and Mixed",RM-1,8,,Castro/Upper Market,"[37.763157, -122.427776]"
200606234934,583960,3,3736,CESAR CHAVEZ,ST,,3736 CESAR CHAVEZ ST,6567,013,2,1, 1 ,SEC,Homeowner,"VERTICAL & HORIZONTAL ADDITION & ADDING ONE UNIT, NEW GARAGE.",1 FAMILY DWELLING,2 FAMILY DWELLING,PRE-FINAL,05-Dec-14,RCRAWFOR,6567013,"Residential, House and Mixed",RH-2,9,,Mission,"[37.74818399999999, -122.423319]"
201002236954,711595,3,378,05TH,ST,,378 05TH ST,3753,008,44,44, 44 ,VLI,Family,"Construction of roof deck, stairs to roof deck from 3rd. flr. stair penthouse. Provide bicycle parking in basement. change of use from tourist to residential hotel. comply with nov#200557542 dated 03/09/05. Mechanical included",TOURIST HOTEL/MOTEL,APARTMENTS,COMPLETE,04-Apr-14,ATAEB,3753008,Eastern Neighborhoods Mixed Use,MUR,5,Eastern Neighborhoods w/Valencia,South of Market,"[37.7793117, -122.4022161]"
201305207423,809381,3,385,IVY,ST,,385 IVY ST,0808,016A,2,2, -   ,,,CHANGE OF USE.  CONVERT 2-UNIT OFFICE TO ORIGINAL USE OF 2-UNIT RESIDENTIAL. INSTALL (N) KITCHEN IN EACH UNIT. INSTALL (N) BATHING FACILITIES IN EACH UNIT.,OFFICE,2 FAMILY DWELLING,COMPLETE,24-Jun-14,KCONNER,0808016A,Neighborhood Commercial Transit,HAYES NCT,6,Market and Octavia,Hayes Valley,"[37.7770842, -122.4244127]"
201005122282,718396,2,39,LLOYD,ST,,39 LLOYD ST,1260,035,1,1, -   ,,,"TO ERECT 3 STORIES, SINGLE FAMILY RESIDENTIAL BUILDING.",,1 FAMILY DWELLING,COMPLETE,18-Apr-14,ASTARR,1260035,"Residential, House and Mixed",RH-3,14,,Haight Ashbury,"[37.7697991, -122.4357225]"
200907203020,694156,2,40,EDGEHILL,WY,,40 EDGEHILL WY,2923,008,1,1, -   ,,,New construction of a three-story  over basemensingle family building.,,1 FAMILY DWELLING,COMPLETE,04-Jun-14,MIDDLEBR,2923008,"Residential, House and Mixed",RH-1(D),8,,West of Twin Peaks,"[37.7429387, -122.4610481]"
201404294476,841919,1,401,HARRISON,ST,1 Rincon Hill Phase II,401 HARRISON ST,3765,022,312,312, -   ,in-lieu,,194 EVACUATION SIGNS.,VACANT LOT,APARTMENTS,COMPLETE,24-Nov-14,,3765022,"Residential, Downtown",RH DTR,9,Eastern Neighborhoods w/Valencia,Financial District/South Beach,"[37.7863987, -122.3920534]"
201203025309,770847,3,4058,18TH,ST,,4058 18TH ST,3582,052,1,-1, -   ,,,REPAIR (E) FOUNDATION. ADD GROUND FLOOR SPACE AT REAR OF LOT. REPAIR/REPLACE REAR FENCE - FOR FUTURE CHANGE OF USE.,2 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,11-Aug-14,TWANG,3582052,Neighborhood Commercial,CASTRO NCD,7,,Castro/Upper Market,"[37.7611444, -122.4340943]"
201405276711,844637,8,413,BOWDOIN,ST,,413 BOWDOIN ST,5918,030,2,1, 1 ,SEC,Homeowner,ADD ONE UNIT TO EXTG ENVELOPE OF SINGLE FAMILY BUILDING. NEW KITCHEN ON 3RD FLOOR. ADD ONE HOUR  RATED WALLS AND ONE HOUR RATED DOORS AT STAIR ENCLOSURE. NO EXTERIOR CHANGES.,1 FAMILY DWELLING,2 FAMILY DWELLING,CFC ISSUED,14-Oct-14,,5918030,"Residential, House and Mixed",RH-2,12,,Portola,"[37.7301423, -122.412063]"
200707055953,621918,2,4132,03RD,ST,,4132 03RD ST,5260,003,7,7, -   ,n/a,,"ERECT A NEW 4-STORY, 7 UNITS RESIDENTIAL & COMMERCIAL BUILDING.",,APARTMENTS,COMPLETE,30-Dec-14,PARCE,5260003,Industrial,M-1,10,Bayview Hunters Point,Bayview Hunters Point,"[37.73987959999999, -122.3891287]"
201303132134,,3,416,PLYMOUTH,ST,,416 PLYMOUTH ST,7103,018A,0,1, -   ,,,CONVERT COMMERCIAL SPACE TO RESIDENTIAL USE AS EXPANSION OF EXISTING RESIDENTIAL PORTION,,1 FAMILY DWELLING,COMPLETE,10-Jan-14,,7103018A,"Residential, House and Mixed",RH-2,13,,Oceanview/Merced/Ingleside,"[37.71447, -122.455787]"
201011295711,735128,3,4163,24TH,ST,,4163 24TH ST,6506,034,5,1, 1 ,SEC,Homeowner,"RAISE (E) BUILDING 1'-6"", ONE (N) COMMERCIAL UNIT AND ONE (N) RESIDENTIAL UNIT ON GROUND FLOOR.",APARTMENTS,APARTMENTS,COMPLETE,22-Aug-14,MSMITH,6506034,Neighborhood Commercial,24TH-NOE,7,,Noe Valley,"[37.7510911, -122.4353946]"
201306270672,813276,8,42,NEWMAN,ST,,42 NEWMAN ST,5715,001,2,1, 1 ,SEC,Homeowner,"NO ADDITION TO (E) BUILDING ENVELOPE, KITCHEN & BATHROOM ALTERATION AT UPPER FLOOR, CREATE NEW BATHROOM CLOSETS & KITCHENENTTE LOWER LEVEL REPLACES SELECTED WINDOWS IN KIND SIZE, ADD 2 SKYLIGHTS & 3 LIGHTS TUBES.FOUNDATION & NEW FRAMING. CHANGE OF USE PA#",OFFICE,2 FAMILY DWELLING,FINAL INSPECT/APPRVD,02-Jul-14,KBRUSATO,5715001,"Residential, House and Mixed",RH-2,11,,Bernal Heights,"[37.737613, -122.41815]"
201112160853,765481,2,427,31ST,AV,,427 31ST AV,1463,005,2,2, -   ,,,"ERECT 4 STORIES, 2 DWELLING UNITS, TYPE 5-B BUILDING.",,2 FAMILY DWELLING,COMPLETE,06-Oct-14,SLAI,1463005,"Residential, House and Mixed",RH-2,1,Geary Corridor,Outer Richmond,"[37.781147, -122.491594]"
201112160852,765480,6,427,31ST,AV,,427 31ST AV,1463,005,-1,-1, -   ,,,DEMOLISH ONE STORY SINGLE FAMILY DWELLING.,1 FAMILY DWELLING,,COMPLETE,26-Mar-14,SLAI,1463005,"Residential, House and Mixed",RH-2,1,Geary Corridor,Outer Richmond,"[37.781147, -122.491594]"
201207064246,781468,3,4379,23RD,ST,,4379 23RD ST,2806,034,2,1, 1 ,SEC,Homeowner,"REBUILD (E) LAUNDRY SHED ON 1ST FL. ADD 6'X17' DECK AT 2ND FL, REAR. REPLACE ALL WINDOWS OF 2ND FL, REAR GABLE END. REINSULATE & SHEET ROCK REAR BEDROOM. CONVERT (E) BASEMENT INTO AN INLAW APARTMENT.",1 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,18-Aug-14,TWANG,2806034,"Residential, House and Mixed",RH-2,7,,Noe Valley,"[37.752281, -122.440304]"
201204138296,774349,2,4443,19TH,ST,,4443 19TH ST,2699,044,1,1, -   ,,,"ERECT 3 STORIES, TYPE 5, 1 DWELLING UNIT NEW BUILDING.",,1 FAMILY DWELLING,COMPLETE,05-Sep-14,MSMITH,2699044,"Residential, House and Mixed",RH-2,7,,Castro/Upper Market,"[37.7588819, -122.438904]"
201301097560,797553,3,45,BELCHER,ST,,45 BELCHER ST,3537,078,3,1, 1 ,SEC,Homeowner,CONVERSION OF (E) STORAGE TO CONDITIONED / LIVING SPACE TO ACCOMODATE ONE NEW UNIT @ 1ST FLOOR. PROPOSED KITCHEN & BATH REMODEL @ 2ND FLOOR. PROPOSED NEW ROOF DECK @ STAIRS CONNECTION TO 3RD FLOOR UNIT. ALL WORK TO BE PERFORMED WITHIN (E) LAUNDRY OF BUILD,2 FAMILY DWELLING,APARTMENTS,COMPLETE,03-Dec-14,DVU,3537078,"Residential, Transit Oriented",RTO,6,Market and Octavia,Castro/Upper Market,"[37.76859, -122.42985]"
201407252159,851130,8,455,SAWYER,ST,,455 SAWYER ST,6298,030,1,-1, -   ,,,"1. COMPLY WITH COMPLAINT #201482491.
2. LEGALIZE TWO BEDROOM, ONE BATH ROOM AND LAUNDRY AT FIRST FLOOR PER PLAN",1 FAMILY DWELLING,1 FAMILY DWELLING,CFC ISSUED,07-Oct-14,IOMOKARO,6298030,"Residential, House and Mixed",RH-1,12,,Visitacion Valley,"[37.712306, -122.414467]"
201012156796,736450,3,461,HOFFMAN,AV,,461 HOFFMAN AV,6503,020,2,1, 1 ,SEC,Homeowner,DEMO EXISTING REAR YARD ADDITION. BUILD NEW REAR YARD ADDITION. ADD 2ND DWELLING UNIT @ GROUND FLOOR. VARIANCE FROM OFF-STREET PARKING. HORIZONTAL ADDITION PER PLAN.,1 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,28-Oct-14,APUTRA,6503020,"Residential, House and Mixed",RH-2,7,,Noe Valley,"[37.7499449, -122.440202]"
201207275924,783458,3,470,33RD,AV,,470 33RD AV,1464,013B,2,1, 1 ,SEC,Homeowner,"AT FIRST FLOOR. CONVERT (E) FLOOR SPACE TO A NEW DWELLING UNIT W/NEW KITCHEN, BATH, LIVING AND BEDROOM. EXPAND (E) 1 LEVEL DECK W/ONE HR RATED. EXTERIOR WALL, AND 54 SQFT. ONE STORY REAR ADDITION.",1 FAMILY DWELLING,2 FAMILY DWELLING,COMPLETE,31-Jan-14,SLAI,1464013B,"Residential, House and Mixed",RH-2,1,Geary Corridor,Outer Richmond,"[37.780327, -122.493024]"
201303192495,803480,8,4849,MISSION,ST,,4849 MISSION ST,6272,018,2,1, 1 ,SEC,Homeowner,COMPLY WITH NOV# 200736730. TO COMPLETE WORK AND OBTAIN FINAL INSPECTION OF WORK APPROVED UNDER PA# 200105300305,1 FAMILY DWELLING,1 FAMILY DWELLING,FINAL INSPECT/APPRVD,13-Mar-14,,6272018,Neighborhood Commercial,NC-3,12,,Excelsior,"[37.7207873, -122.4377736]"
201203226602,772370,3,498,HOFFMAN,AV,,498 HOFFMAN AV,6502,032,2,-2, -   ,,,"REMOVE UN-PERMITTED LOWER + BASEMENT FLOOR RENTAL UNIT, REPLACE PORTIONS OF BRICK FOUNDATION WITH NEW CONCRETE FOUNDATION, REPLACE DAMAGED FLOOR & REPAIR DAMAGED WALLS",APARTMENTS,2 FAMILY DWELLING,COMPLETE,12-Aug-14,DVU,6502032,"Residential, House and Mixed",RH-2,7,,Noe Valley,"[37.7493194, -122.4404873]"
201401106069,831882,6,5,NAPLES,ST,,5 NAPLES ST,5948,026B,-1,-1, -   ,,,"EMERGENCY ORDER 106028, DEMO TWO STORY SINGLE FAMILY HOUSE.",1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,26-Feb-14,SSANCHEZ,5948026B,"Residential, House and Mixed",RH-1,12,,Excelsior,"[37.728407, -122.425151]"
201403100313,836969,1,50,SUMMIT,WY,,50 SUMMIT WY,7331,019,2,2, -   ,,,DEFERRED SUBMITTAL - TRUSS CALCULATIONS - BLDG A (#201209119408),VACANT LOT,2 FAMILY DWELLING,COMPLETE,19-Dec-14,,7331019,"Residential, House and Mixed",RM-1,13,,Oceanview/Merced/Ingleside,"[37.713973, -122.47447]"
201212075751,795421,3,517,DUBOCE,AV,,517 DUBOCE AV,3538,096,3,1, 1 ,SEC,Homeowner,CHANGE OF OCCUPANCY FROM 2 UNIT BUILDING TO 3 UNIT BUILDING BY EXCAVATING SOUTH END OF FIRST FLOOR FOR NEW UNIT (515 DUBOCE). LOWER WALKWAY/BREEZEWAY ON EAST SIDE.,2 FAMILY DWELLING,APARTMENTS,COMPLETE,15-Dec-14,CNOEL,3538096,"Residential, Transit Oriented",RTO,6,Market and Octavia,Castro/Upper Market,"[37.7691157, -122.4318237]"
200609202886,593398,2,52,ALPINE,TR,,52 ALPINE TR,1258,037,3,3, -   ,,,TO ERECT 3 DWELLING UNIT WITH 3 STORY NEW BUILDING,,APARTMENTS,CFC ISSUED,27-Mar-14,SVELLVE,1258037,"Residential, House and Mixed",RH-3,6,,Haight Ashbury,"[37.769626, -122.43796]"
201102039585,739741,8,52,MIDDLE POINT,RD,,52 MIDDLE POINT RD,4624,004,12,-1, -   ,,,"PERMIT FOR ADMINISTRATIVE PURPOSES ONLY TO CORRECT UNIT COUNT APPROVED UNDER 200912223722'S. UNIT COUNT 13 INCORRECT, FINAL UNIT COUNT AS REFLECTED IN APPROVED DRAWINGS IS 12",APARTMENTS,APARTMENTS,COMPLETE,20-Feb-14,DSANCHEZ,4624004,"Residential, House and Mixed",RM-1,10,Hunters View,Bayview Hunters Point,"[37.7350085, -122.3794724]"
201401095948,831748,1,52,SUMMIT,WY,,52 SUMMIT WY,7331,005,2,2, -   ,,,"INSTALL OVERHEAD FIRESPRINKLER SYSTEM PER NFPA 13 @ ADDRESS LISTED ABOVE. REFER TO MASTER PLAN A.
UNDERGROUND TO BE DONE UNDER APP 2013 0701 0864
PA #201209119408-700 BROTHERHOOD WAY",,2 FAMILY DWELLING,COMPLETE,19-Dec-14,,7331005,"Residential, House and Mixed",RM-1,13,,Oceanview/Merced/Ingleside,"[37.713973, -122.47447]"
201301168075,798173,6,5222,03RD,ST,,5222 03RD ST,5411,005,-1,-1, -   ,,,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,02-Apr-14,SSANCHEZ,5411005,Neighborhood Commercial,NC-3,10,Bayview Hunters Point,Bayview Hunters Point,"[37.730331, -122.392675]"
201301168081,798180,6,5228,03RD,ST,,5228 03RD ST,5411,006,-1,-1, -   ,,,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,02-Apr-14,SSANCHEZ,5411006,Neighborhood Commercial,NC-3,10,Bayview Hunters Point,Bayview Hunters Point,"[37.730264, -122.392694]"
201301168082,798181,6,5234,03RD,ST,,5234 03RD ST,5411,007,-1,-1, -   ,,,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,02-Apr-14,SSANCHEZ,5411007,Neighborhood Commercial,NC-3,10,Bayview Hunters Point,Bayview Hunters Point,"[37.7301969, -122.392713]"
201301168083,798182,6,5238,03RD,ST,,5238 03RD ST,5411,008,-1,-1, -   ,,,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,02-Apr-14,SSANCHEZ,5411008,Neighborhood Commercial,NC-3,10,Bayview Hunters Point,Bayview Hunters Point,"[37.73013, -122.392732]"
201301168084,798183,6,5244,03RD,ST,,5244 03RD ST,5411,009,-1,-1, -   ,,,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,02-Apr-14,SSANCHEZ,5411009,Neighborhood Commercial,NC-3,10,Bayview Hunters Point,Bayview Hunters Point,"[37.730063, -122.392751]"
201301168085,798184,6,5250,03RD,ST,,5250 03RD ST,5411,010,-1,-1, -   ,,,"DEMOLISH 1 STORY, TYPE 5, SINGLE FAMILY DWELLING UNIT BUILDING.",1 FAMILY DWELLING,,FINAL INSPECT/APPRVD,02-Apr-14,SSANCHEZ,5411010,Neighborhood Commercial,NC-3,10,Bayview Hunters Point,Bayview Hunters Point,"[37.72999600000001, -122.392769]"
201308164555,818014,8,530,FAXON,AV,,530 FAXON AV,6935,014,1,-1, -   ,,,"REMOVE DOWNSTAIRS KITCHEN COUNTER & STOVE. CONVERT 1ST, 2ND BEDROOMS & LIVING ROOM INTO LEGAL OFFICE ROOM, STORAGE ROOM & RECREATION ROOM",1 FAMILY DWELLING,1 FAMILY DWELLING,CFC ISSUED,15-Aug-14,MCORRETT,6935014,"Residential, House and Mixed",RH-2,13,,Oceanview/Merced/Ingleside,"[37.72411, -122.459917]"
200505031415,544575,2,530,SANCHEZ,ST,,530 SANCHEZ ST,3584,007,2,2, -   ,,,TO ERECT 4 STORIES OF 2 DWELLING UNITS BUILDING.,,2 FAMILY DWELLING,COMPLETE,23-Jun-14,RCRAWFOR,3584007,"Residential, House and Mixed",RH-3,7,,Castro/Upper Market,"[37.7606282, -122.4307078]"
200505031416,544576,6,530,SANCHEZ,ST,,530 SANCHEZ ST,3584,007,-1,-1, -   ,,,DEMOLISH 2 STORIES OF 1 SINGLE FAMILY.,1 FAMILY DWELLING,,COMPLETE,23-Jun-14,YUJOSEPH,3584007,"Residential, House and Mixed",RH-3,7,,Castro/Upper Market,"[37.7606282, -122.4307078]"
200412091016,532381,6,530,SANCHEZ,ST,,530 SANCHEZ ST,3584,007,-1,-1, -   ,,,TO DEMOLISH ILLEGAL COTTAGE AT REAR OF LOT BUILD WITHOUT PERMIT,1 FAMILY DWELLING,,COMPLETE,20-Jun-14,RCRAWFOR,3584007,"Residential, House and Mixed",RH-3,7,,Castro/Upper Market,"[37.7606282, -122.4307078]"
201403130705,837428,8,534,11TH,AV,,534 11TH AV,1553,036,1,-1, -   ,,,"RESPONSE TO NOV# 201321991. REMOVE KITCHEN, ALL PLUMBING & ELECTRICAL TO SOURCE @ 1ST FLOOR.",1 FAMILY DWELLING,1 FAMILY DWELLING,CFC ISSUED,04-Sep-14,KBURNS,1553036,"Residential, House and Mixed",RH-2,1,,Inner Richmond,"[37.7781809, -122.469117]"
200912314052,707935,2,54,PERALTA,AV,,54 PERALTA AV,5512,029,1,1, -   ,,,"ERECT 1 UNIT, 3 STORY RESIDENTIAL BUILDING",,1 FAMILY DWELLING,COMPLETE,12-Sep-14,CTEAGUE,5512029,"Residential, House and Mixed",RH-2,11,,Bernal Heights,"[37.748163, -122.40593]"
